Column1,Column2,Column3
7909.398,1782.133
8078.505,771.9029
7465.065,811.4871999999999
9129.304,808.6211
8127.135,379.9365
8713.825,810.6943
8886.793,951.2687
8481.898,333.9769
7441.363,785.077
9824.816,574.3435
8070.283,307.867
8659.698,305.4343
7268.635,812.1712
9.850878,361.93559999999997
8346.328,1449.443
9266.112,558.9965
8019.328,1258.18
9095.845,709.1136
8043.38,501.96040000000005
8877.055,1304.19
9020.348,273.7045
8217.989,1000.466
8301.963,1772.998
9011.592,1042.876
9066.482,434.7643
8619.071,797.4216
8625.812,590.4666
8706.628,1504.353
8555.165,1375.073
9255.554,815.3133
8875.735,842.2968000000001
7879.614,924.8018000000001
8607.135,612.3851
9679.639,205.7205
8389.66,1756.607
8342.588,942.3100999999999
8500.456,662.1865
8552.892,377.1447
8245.656,916.5348
9413.305,853.8775
7916.034,747.8008000000001
8283.936,967.3535
8770.3,406.2446
7914.308,905.5901
9941.456,610.8748
8514.583,781.5638
8219.359,1237.639
8450.648,744.3543000000001
8334.758,766.7547
8339.572,395.7965
8970.335,324.619
9038.67,891.5317
9310.008,1293.19
9876.018,749.2157
8761.351,218.0229
7708.738,1395.943
8426.751,806.6094
8973.675,600.2238000000001
8659.698,305.4343
8215.72,793.0191
9533.026,490.78659999999996
9397.831,891.0991
8791.713,564.4365
9326.451,1198.446
8501.899,462.2089
8729.75,1387.019
6986.257,468.0602
7882.304,1201.719
8070.283,307.867
8718.645,312.5981
9188.037,1123.964
7844.64,488.702
9063.331,836.2066
7915.614,244.3824
8412.105,291.2692
8739.01,606.7218
8852.966,477.5055
8945.55,301.9507
9841.207,564.1295
8611.854,394.3528
9046.797,917.836
8726.599,291.74490000000003
10.01255,717.6968
9431.3,929.3050999999999
8911.083,1129.847
8528.299,952.9799
8535.458,788.685
8326.853,189.5145
8755.134,1042.1
7966.735,1420.574
8627.073,1138.991
8783.073,241.5554
8586.086,581.8688000000001
9711.592,339.9645
8728.215,629.6118
8413.581,1043.471
7875.48,1087.954
8992.998,264.07120000000003
8202.75,773.3211
8301.963,1772.998
8723.991,325.58140000000003
8069.947,896.3296
9131.844,174.3499
9209.925,601.4323
8381.839,531.4845
7548.736,411.8823
8417.793,689.3853
8786.977,915.8644
8766.929,590.0663000000001
9453.446,497.0515
7862.596,1028.483
9286.437,429.02090000000004
8188.336,511.1014
9336.094,380.58459999999997
7421.711,1332.694
8446.801,802.2509
9411.063,1027.484
7354.431,553.1170999999999
8210.078,1323.137
8946.973,756.1678
9036.532,1043.654
9325.045,653.1532
8142.105,767.8331999999999
8135.608,849.8516999999999
9615.037,372.0457
8427.83,405.7989
9002.918,295.96479999999997
9395.732,1078.999
8615.699,686.6251
8494.088,471.5295
7912.454,310.9156
9096.103,596.4837
9262.56,613.2487
8611.854,394.3528
9456.279,881.1288000000001
8490.965,559.0880999999999
9.967378,488.268
7230.37,1064.843
7602.828,1283.29
9870.182,361.6639
8703.374,1113.024
9613.929,865.8194
8253.411,1043.508
9310.081,755.1305
8839.764,995.2506
9851.179,377.7477
8065.88,874.3848
9273.478,349.93109999999996
8640.172,1399.068
8920.249,198.92829999999998
6556.903,1112.918
9060.572,598.9356
9851.179,377.7477
8489.802,653.8064
8388.416,507.2143
8070.283,307.867
8356.818,890.7953
8587.279,976.8765
9.809921000000001,408.0337
